lon	lat	type	loctype	address	north	south	east	west	postal_code	country	administrative_area_level_2	administrative_area_level_1	locality	street	streetNo	point_of_interest	query
-77.372488	34.7336268	sublocality_level_1	approximate	tarawa terrace, jacksonville, nc 28543, usa	34.742796	34.7244565	-77.3564806	-77.3884954	28543	united states	onslow county	north carolina	jacksonville	NA	NA	NA	Tarawa Terrace NC
-79.9528451	32.7534721	neighborhood	approximate	james island, charleston, sc, usa	32.7721679	32.6729303	-79.8794341	-80.0086211	NA	united states	charleston county	south carolina	charleston	NA	NA	NA	James Island SC
-122.1963748	39.7473803	locality	approximate	orland, ca 95963, usa	39.7631521	39.733258	-122.159366	-122.2088909	95963	united states	glenn county	california	orland	NA	NA	NA	Orland CA
-110.4321671	39.5382923	locality	approximate	east carbon, ut, usa	39.54942	39.5090621	-110.3731311	-110.510718	NA	united states	carbon county	utah	east carbon	NA	NA	NA	East Carbon UT
-121.2999485	38.2546373	locality	approximate	galt, ca, usa	38.3057849	38.236317	-121.282224	-121.3376351	NA	united states	sacramento county	california	galt	NA	NA	NA	Galt CA
-76.4545859	39.370018	locality	approximate	nottingham, md 21237, usa	39.3786433	39.3613916	-76.4385785	-76.4705933	21237	united states	baltimore county	maryland	nottingham	NA	NA	NA	Nottingham  MD
-117.1067087	47.7003513	neighborhood	approximate	otis orchards, otis orchards-east farms, wa 99027, usa	47.7240596	47.6818508	-117.0688485	-117.133437	99027	united states	spokane county	washington	otis orchards-east farms	NA	NA	NA	Otis Orchards WA
-93.8813245	44.1639381	locality	approximate	eagle lake, mn, usa	44.1748519	44.148333	-93.8675629	-93.9052069	NA	united states	blue earth county	minnesota	eagle lake	NA	NA	NA	Eagle Lake MN
-76.5396875	39.3773292	locality	approximate	parkville, md, usa	39.4021141	39.3716059	-76.51969	-76.582208	NA	united states	baltimore county	maryland	parkville	NA	NA	NA	Parkville MD
-84.0043513	34.1206564	locality	approximate	buford, ga, usa	34.1685059	34.060611	-83.939544	-84.048267	NA	united states	gwinnett county	georgia	buford	NA	NA	NA	Buford GA
-78.8294768	42.7158927	locality	approximate	hamburg, ny 14075, usa	42.7397649	42.709159	-78.8128248	-78.860521	14075	united states	erie county	new york	hamburg	NA	NA	NA	Hamburg NY
-74.3265388	41.002042	locality	approximate	bloomingdale, nj, usa	41.068396	40.998442	-74.3003221	-74.3631159	NA	united states	passaic county	new jersey	bloomingdale	NA	NA	NA	Bloomingdale NJ
-69.1225343	44.9621841	locality	approximate	exeter, me, usa	45.017136	44.910798	-69.0623059	-69.2086329	NA	united states	penobscot county	maine	exeter	NA	NA	NA	Exeter ME
-76.9310859	40.3673093	locality	approximate	dauphin, pa, usa	40.3768619	40.3612871	-76.922696	-76.938397	NA	united states	dauphin county	pennsylvania	dauphin	NA	NA	NA	Dauphin PA
-0.987425	51.131258	locality	approximate	chawton, alton, hampshire gu34, uk	51.1382595	51.1242554	-0.9714176	-1.0034324	NA	united kingdom	hampshire	england	chawton	NA	NA	NA	Chawton  
-99.9018131	31.9685988	administrative_area_level_1	approximate	texas, usa	36.5015087	25.8371638	-93.5080389	-106.6456461	NA	united states	NA	texas	NA	NA	NA	NA	Texas  TX
-73.0014946	40.8687096	locality	approximate	coram, ny, usa	40.921093	40.837688	-72.9724179	-73.039154	NA	united states	suffolk county	new york	coram	NA	NA	NA	Coram NY
-77.2038716	39.2884381	locality	approximate	damascus, md, usa	39.309734	39.2389409	-77.161026	-77.236274	NA	united states	montgomery county	maryland	damascus	NA	NA	NA	Damascus MD
-122.9027647	38.7074755	locality	approximate	geyserville, ca, usa	38.7354289	38.690397	-122.87438	-122.942379	NA	united states	sonoma county	california	geyserville	NA	NA	NA	Geyserville CA
-84.1446376	34.0028786	locality	approximate	duluth, ga, usa	34.0332821	33.9669978	-84.094771	-84.18216	NA	united states	gwinnett county	georgia	duluth	NA	NA	NA	Duluth GA
-116.9114215	34.2438963	locality	approximate	big bear lake, ca, usa	34.2649725	34.22456	-116.842733	-116.962475	NA	united states	san bernardino county	california	big bear lake	NA	NA	NA	Big Bear Lake CA
-122.7010984	38.3396367	locality	approximate	rohnert park, ca, usa	38.372513	38.314215	-122.6761	-122.732099	NA	united states	sonoma county	california	rohnert park	NA	NA	NA	Rohnert park CA
-78.458331	36.7993087	locality	approximate	chase city, va 23924, usa	36.816422	36.7868781	-78.442769	-78.4754779	23924	united states	mecklenburg county	virginia	chase city	NA	NA	NA	Chase City VA
-84.4577222	39.4808905	locality	approximate	trenton, oh, usa	39.500765	39.456925	-84.4337351	-84.483622	NA	united states	butler county	ohio	trenton	NA	NA	NA	Trenton OH
-74.4229341	41.4459271	locality	approximate	middletown, ny 10940, usa	41.474347	41.4174079	-74.3928059	-74.4529079	10940	united states	orange county	new york	middletown	NA	NA	NA	Middletown  NY
-78.7311104	35.5956253	neighborhood	approximate	willow spring, middle creek, nc, usa	35.6027074	35.5889839	-78.7216252	-78.736963	NA	united states	wake county	north carolina	NA	NA	NA	NA	Willow Spring NC
-93.2040929	43.7607932	locality	approximate	hollandale, mn 56045, usa	43.767322	43.7535061	-93.19906	-93.20939	56045	united states	freeborn county	minnesota	hollandale	NA	NA	NA	Hollandale MN
25.949633	62.4123095	locality	approximate	41340 laukaa, finland	62.4174764	62.4071417	25.9656404	25.9336256	41340	finland	NA	NA	laukaa	NA	NA	NA	Laukaa  
-80.1756481	33.0185039	locality	approximate	summerville, sc, usa	33.0547861	32.944854	-80.124797	-80.2354781	NA	united states	dorchester county	south carolina	summerville	NA	NA	NA	Summerville SC
-78.8866943	33.6890603	locality	approximate	myrtle beach, sc, usa	33.791703	33.647788	-78.793131	-78.9644841	NA	united states	horry county	south carolina	myrtle beach	NA	NA	NA	Myrtle Beach SC
-68.9241744	44.4583848	locality	approximate	searsport, me, usa	44.565228	44.4278053	-68.8619385	-68.981315	NA	united states	waldo county	maine	searsport	NA	NA	NA	Searsport ME
-122.6362492	47.5403732	locality	approximate	port orchard, wa, usa	47.5485317	47.495458	-122.6020129	-122.6748949	NA	united states	kitsap county	washington	port orchard	NA	NA	NA	Port Orchard WA
-73.9179022	43.0897964	locality	approximate	middle grove, ny 12850, usa	43.0979444	43.0816474	-73.9018948	-73.9339096	12850	united states	saratoga county	new york	middle grove	NA	NA	NA	Middle Grove NY
-94.1307587	36.2553543	locality	approximate	lowell, ar, usa	36.2830948	36.2389189	-94.1109251	-94.1994019	NA	united states	benton county	arkansas	lowell	NA	NA	NA	Lowell AR
-120.2931263	47.4156824	locality	approximate	east wenatchee, wa 98802, usa	47.4380899	47.398519	-120.2603589	-120.3045205	98802	united states	douglas county	washington	east wenatchee	NA	NA	NA	East Wenatchee WA
-94.9216195	35.2556524	locality	approximate	keota, ok 74941, usa	35.2606789	35.2519069	-94.914802	-94.9291771	74941	united states	haskell county	oklahoma	keota	NA	NA	NA	Keota OK
-79.7624177	43.7315479	locality	approximate	brampton, on, canada	43.847729	43.602139	-79.6301939	-79.8888939	NA	canada	peel regional municipality	ontario	brampton	NA	NA	NA	Brampton  ON
-87.3308055	30.5877034	neighborhood	approximate	indian lake, fl 32533, usa	30.589083	30.585283	-87.3283382	-87.3345938	32533	united states	escambia county	florida	NA	NA	NA	NA	Indian Lake FL
-95.6555674	43.1816421	locality	approximate	sanborn, ia 51248, usa	43.1932009	43.1714848	-95.637942	-95.6739208	51248	united states	o'brien county	iowa	sanborn	NA	NA	NA	Sanborn IA
-86.7827772	36.0331164	locality	approximate	brentwood, tn, usa	36.044709	35.932559	-86.686877	-86.8698999	NA	united states	williamson county	tennessee	brentwood	NA	NA	NA	Brentwood TN
-77.5663773	39.5051006	locality	approximate	myersville, md 21773, usa	39.520399	39.4920641	-77.5556839	-77.580755	21773	united states	frederick county	maryland	myersville	NA	NA	NA	Myersville MD
-90.9562125	30.4868564	locality	approximate	denham springs, la, usa	30.504731	30.445315	-90.894795	-90.9913019	NA	united states	livingston parish	louisiana	denham springs	NA	NA	NA	Denham Springs LA
-79.3331899	40.1501938	locality	approximate	stahlstown, pa, usa	40.1555902	40.145759	-79.3267765	-79.3405934	NA	united states	westmoreland county	pennsylvania	stahlstown	NA	NA	NA	Stahlstown PA
-80.8075537	28.6122187	locality	approximate	titusville, fl, usa	28.6517741	28.4937689	-80.7792001	-80.870509	NA	united states	brevard county	florida	titusville	NA	NA	NA	titusville FL
-83.6299518	42.9275277	locality	approximate	grand blanc, mi 48439, usa	42.938524	42.910056	-83.5903759	-83.6425129	48439	united states	genesee county	michigan	grand blanc	NA	NA	NA	Grand Blanc MI
-87.5125412	41.5644798	locality	approximate	munster, in, usa	41.581531	41.5227307	-87.48014	-87.525468	NA	united states	lake county	indiana	munster	NA	NA	NA	Munster IN
-122.9888319	38.5779555	administrative_area_level_2	approximate	sonoma county, ca, usa	38.8529161	38.1105105	-122.349564	-123.5414275	NA	united states	sonoma county	california	NA	NA	NA	NA	West Sonoma County CA
-82.64	27.773056	locality	approximate	saint petersburg, fl, usa	27.9133357	27.644609	-82.5876508	-82.7670129	NA	united states	pinellas county	florida	saint petersburg	NA	NA	NA	St. Petersburg FL
-85.1724726	41.228382	locality	approximate	huntertown, in, usa	41.2440969	41.191113	-85.1530679	-85.2102159	NA	united states	allen county	indiana	huntertown	NA	NA	NA	Huntertown IN
-104.4032962	32.8423345	locality	approximate	artesia, nm 88210, usa	32.8786439	32.817202	-104.347741	-104.481873	88210	united states	eddy county	new mexico	artesia	NA	NA	NA	Artesia NM
-80.343418	39.5309169	locality	approximate	mannington, wv 26582, usa	39.542006	39.516211	-80.316014	-80.3597009	26582	united states	marion county	west virginia	mannington	NA	NA	NA	Mannington WV
-82.4609528	35.3187279	locality	approximate	hendersonville, nc, usa	35.360514	35.288289	-82.4045291	-82.505567	NA	united states	henderson county	north carolina	hendersonville	NA	NA	NA	Hendersonville NC
-72.7703724	42.0548167	locality	approximate	southwick, ma, usa	42.1021929	41.9975949	-72.7055359	-72.838853	NA	united states	hampden county	massachusetts	southwick	NA	NA	NA	Southwick MA
-122.8709243	44.8409548	locality	approximate	aumsville, or, usa	44.8560669	44.838356	-122.86006	-122.8815859	NA	united states	marion county	oregon	aumsville	NA	NA	NA	Aumsville OR
-78.5263988	34.0668373	locality	approximate	ash, nc 28420, usa	34.0760799	34.0575937	-78.5103914	-78.5424062	28420	united states	brunswick county	north carolina	ash	NA	NA	NA	Ash NC
-79.3980806	36.8256943	locality	approximate	chatham, va 24531, usa	36.837409	36.8032788	-79.3788501	-79.4098769	24531	united states	pittsylvania county	virginia	chatham	NA	NA	NA	Chatham VA
-84.2866083	39.6428362	locality	approximate	miamisburg, oh, usa	39.661568	39.5966479	-84.215101	-84.327636	NA	united states	montgomery county	ohio	miamisburg	NA	NA	NA	Miamisburg OH
-79.9872835	43.2177791	neighborhood	approximate	ancaster, hamilton, on, canada	43.245695	43.1836561	-79.9237508	-80.0449008	NA	canada	hamilton division	ontario	hamilton	NA	NA	NA	Ancaster  ON
-81.4023356	40.875891	locality	approximate	north canton, oh, usa	40.9008169	40.8532279	-81.3632739	-81.422464	NA	united states	stark county	ohio	north canton	NA	NA	NA	North Canton OH
-80.980386	32.4807435	locality	approximate	ridgeland, sc 29936, usa	32.523676	32.449075	-80.9604109	-80.99926	29936	united states	jasper county	south carolina	ridgeland	NA	NA	NA	Ridgeland SC
-95.8243956	29.7857853	locality	approximate	katy, tx, usa	29.8313691	29.7522229	-95.797328	-95.8624519	NA	united states	fort bend county	texas	katy	NA	NA	NA	Katy TX
-82.6151001	28.7813722	locality	approximate	homosassa, fl, usa	28.805833	28.759301	-82.5665871	-82.6405489	NA	united states	citrus county	florida	homosassa	NA	NA	NA	Homosassa FL
-71.7367162	43.5911499	locality	approximate	bristol, nh, usa	43.6745851	43.5635239	-71.65091	-71.7922311	NA	united states	grafton county	new hampshire	bristol	NA	NA	NA	Bristol NH
-86.7758501	41.2150403	locality	approximate	north judson, in, usa	41.225784	41.205833	-86.765529	-86.7955329	NA	united states	starke county	indiana	north judson	NA	NA	NA	North Judson IN
-116.9337711	44.0782195	locality	approximate	payette, id 83661, usa	44.100108	44.054628	-116.898052	-116.9549579	83661	united states	payette county	idaho	payette	NA	NA	NA	Payette ID
-82.3878709	28.5552719	locality	approximate	brooksville, fl, usa	28.5733109	28.4892861	-82.3631379	-82.4259099	NA	united states	hernando county	florida	brooksville	NA	NA	NA	Brooksville FL
-72.8064866	43.2264643	locality	approximate	londonderry, vt, usa	43.262488	43.14181	-72.727637	-72.864931	NA	united states	windham county	vermont	londonderry	NA	NA	NA	Londonderry VT
-86.2639461	43.1689044	locality	approximate	norton shores, mi, usa	43.2060819	43.117759	-86.2051828	-86.3211	NA	united states	muskegon county	michigan	norton shores	NA	NA	NA	Norton Shores MI
-75.099807	40.2067884	locality	approximate	warminster, pa, usa	40.2378098	40.171033	-75.0438021	-75.1377819	NA	united states	bucks county	pennsylvania	warminster	NA	NA	NA	Warminster PA
-88.2517165	40.054753	locality	approximate	savoy, il, usa	40.083557	40.0244238	-88.2382959	-88.267425	NA	united states	champaign county	illinois	savoy	NA	NA	NA	Savoy IL
-92.1751873	45.8085575	locality	approximate	hertel, wi 54893, usa	45.8163347	45.8007792	-92.1591799	-92.1911947	54893	united states	burnett county	wisconsin	hertel	NA	NA	NA	Hertel+WI
-84.5588311	38.2097967	locality	approximate	georgetown, ky 40324, usa	38.277944	38.176925	-84.5041919	-84.602072	40324	united states	scott county	kentucky	georgetown	NA	NA	NA	Georgetown+KY
-90.1323087	32.4284761	locality	approximate	ridgeland, ms, usa	32.4593759	32.399444	-90.0675578	-90.2232448	NA	united states	madison county	mississippi	ridgeland	NA	NA	NA	Ridgeland+MS
-86.9300023	35.751179	locality	approximate	spring hill, tn, usa	35.794973	35.6900889	-86.856622	-86.9906429	NA	united states	maury county	tennessee	spring hill	NA	NA	NA	Spring+Hill+TN
-76.5660529	42.9317335	locality	approximate	auburn, ny, usa	42.9592679	42.906603	-76.5369148	-76.600824	NA	united states	cayuga county	new york	auburn	NA	NA	NA	Auburn+NY
-95.8833235	35.9420431	locality	approximate	bixby, ok, usa	36.0171091	35.8559	-95.7620989	-95.9618541	NA	united states	tulsa county	oklahoma	bixby	NA	NA	NA	Bixby+OK
-77.4299939	43.2122851	locality	approximate	webster, ny 14580, usa	43.2309288	43.196463	-77.4000891	-77.4398229	14580	united states	monroe county	new york	webster	NA	NA	NA	Webster+NY
-111.1541345	47.4130161	locality	approximate	tracy, mt 59472, usa	47.4205663	47.4054648	-111.1381271	-111.1701419	59472	united states	cascade county	montana	tracy	NA	NA	NA	Tracy+MT
-81.3384011	28.7030519	locality	approximate	longwood, fl, usa	28.722631	28.677186	-81.3183799	-81.3829001	NA	united states	seminole county	florida	longwood	NA	NA	NA	Longwood+FL
-72.9421869	40.8831181	locality	approximate	middle island, ny, usa	40.9085228	40.8497471	-72.9149919	-72.9781943	NA	united states	suffolk county	new york	middle island	NA	NA	NA	Middle+Island+NY
-75.704099	39.7309451	locality	approximate	pike creek, de, usa	39.764282	39.7093179	-75.673688	-75.7247469	NA	united states	new castle county	delaware	pike creek	NA	NA	NA	Pike+Creek+DE
-71.4948322	42.8678693	locality	approximate	merrimack, nh, usa	42.911069	42.791387	-71.4526799	-71.577484	NA	united states	hillsborough county	new hampshire	merrimack	NA	NA	NA	Merrimack+NH
-116.7804664	47.6776832	locality	approximate	coeur d'alene, id, usa	47.7449728	47.658448	-116.730634	-116.8535149	NA	united states	kootenai county	idaho	coeur d'alene	NA	NA	NA	Coeur+D'Alene+ID
-112.0740373	33.4483771	locality	approximate	phoenix, az, usa	33.92057	33.2902598	-111.926046	-112.324056	NA	united states	maricopa county	arizona	phoenix	NA	NA	NA	Phoenix++AZ
-74.9322596	40.2283371	locality	approximate	newtown, pa 18940, usa	40.2380011	40.2208019	-74.9248081	-74.938919	18940	united states	bucks county	pennsylvania	newtown	NA	NA	NA	Newtown+PA
-77.4799837	37.7590318	locality	approximate	ashland, va 23005, usa	37.7920171	37.7245599	-77.446338	-77.5004149	23005	united states	hanover county	virginia	ashland	NA	NA	NA	Ashland+VA
-78.976696	38.3820706	locality	approximate	bridgewater, va, usa	38.4015779	38.3692889	-78.946179	-78.990105	NA	united states	rockingham county	virginia	bridgewater	NA	NA	NA	Bridgewater+VA
-77.5636015	39.1156615	locality	approximate	leesburg, va, usa	39.136094	39.066852	-77.5136496	-77.6026578	NA	united states	loudoun county	virginia	leesburg	NA	NA	NA	Leesburg+VA
-80.4706078	27.816415	locality	approximate	sebastian, fl, usa	27.835472	27.7487649	-80.4439989	-80.5164861	NA	united states	indian river county	florida	sebastian	NA	NA	NA	Sebastian+FL
-79.7647705	40.5697892	locality	approximate	new kensington, pa, usa	40.5986259	40.550067	-79.7300691	-79.7743698	NA	united states	westmoreland county	pennsylvania	new kensington	NA	NA	NA	New+Kensington+PA
76.9297354	9.8138076	locality	approximate	idukki, kerala, india	9.938405	9.7174253	76.9854518	76.8725128	NA	india	idukki	kerala	idukki	NA	NA	NA	Idukki++
-90.1994042	38.6270025	locality	approximate	saint louis, mo, usa	38.774349	38.5318519	-90.166409	-90.320515	NA	united states	NA	missouri	saint louis	NA	NA	NA	St.+Louis+MO
-84.223903	45.3575121	locality	approximate	onaway, mi 49765, usa	45.3679689	45.3494091	-84.2135039	-84.2442219	49765	united states	presque isle county	michigan	onaway	NA	NA	NA	Onaway+MI
-80.9876792	24.750118	locality	approximate	marathon, fl 33050, usa	24.7770244	24.7232116	-80.9240404	-81.051318	33050	united states	monroe county	florida	marathon	NA	NA	NA	Marathon+FL
-122.4521073	48.9465044	locality	approximate	lynden, wa 98264, usa	48.9647669	48.9315159	-122.4131349	-122.507305	98264	united states	whatcom county	washington	lynden	NA	NA	NA	Lynden+WA
-89.9428679	34.2409437	locality	approximate	courtland, ms 38620, usa	34.2487519	34.233017	-89.9340849	-89.952462	38620	united states	panola county	mississippi	courtland	NA	NA	NA	Courtland+MS
-88.7033859	34.2576066	locality	approximate	tupelo, ms, usa	34.323945	34.2037809	-88.649709	-88.80041	NA	united states	lee county	mississippi	tupelo	NA	NA	NA	Tupelo+MS
-72.9867718	41.6023196	locality	approximate	wolcott, ct, usa	41.6443109	41.553397	-72.933647	-73.0214699	NA	united states	new haven county	connecticut	wolcott	NA	NA	NA	Wolcott+CT
-83.8582525	37.8456373	locality	approximate	stanton, ky, usa	37.861953	37.832848	-83.828239	-83.8771699	NA	united states	powell county	kentucky	stanton	NA	NA	NA	Stanton+KY
-93.2529553	35.328973	locality	approximate	london, ar, usa	35.3380229	35.315577	-93.1873641	-93.2729899	NA	united states	pope county	arkansas	london	NA	NA	NA	London+AR
-104.2288375	32.4206736	locality	approximate	carlsbad, nm 88220, usa	32.4785509	32.317466	-104.1411338	-104.2900271	88220	united states	eddy county	new mexico	carlsbad	NA	NA	NA	Carlsbad+NM
-123.9400647	49.1658836	locality	approximate	nanaimo, bc, canada	49.2491904	49.097374	-123.8093081	-124.064733	NA	canada	nanaimo	british columbia	nanaimo	NA	NA	NA	Nanaimo++BC
-73.4151214	40.7934322	locality	approximate	melville, ny, usa	40.815497	40.7517572	-73.368114	-73.448747	NA	united states	suffolk county	new york	melville	NA	NA	NA	Melville+NY
-94.2020084	46.3526733	locality	approximate	brainerd, mn, usa	46.3895827	46.313357	-94.1417746	-94.2480199	NA	united states	crow wing county	minnesota	brainerd	NA	NA	NA	Brainerd+MN
-75.2531539	40.0927491	locality	approximate	lafayette hill, pa, usa	40.1089891	40.05921	-75.2277758	-75.285084	NA	united states	montgomery county	pennsylvania	lafayette hill	NA	NA	NA	Lafayette+Hill+PA
-82.1128641	28.0186323	locality	approximate	plant city, fl, usa	28.091185	27.959553	-82.056287	-82.187079	NA	united states	hillsborough county	florida	plant city	NA	NA	NA	Plant+City+FL
-84.985805	42.0933791	locality	approximate	tekonsha, mi 49092, usa	42.107993	42.085906	-84.981274	-84.9955201	49092	united states	calhoun county	michigan	tekonsha	NA	NA	NA	Tekonsha+MI
-84.655814	42.5092039	locality	approximate	eaton rapids, mi 48827, usa	42.5309198	42.4879779	-84.630597	-84.6730819	48827	united states	eaton county	michigan	eaton rapids	NA	NA	NA	Eaton+Rapids+MI
-114.0708459	51.0486151	locality	approximate	calgary, ab, canada	51.18383	50.842404	-113.8769511	-114.27136	NA	canada	division no. 6	alberta	calgary	NA	NA	NA	Calgary++AB
-90.4068069	46.3689809	locality	approximate	upson, wi 54565, usa	46.3712792	46.3662228	-90.4032944	-90.4101377	54565	united states	iron county	wisconsin	upson	NA	NA	NA	Upson+WI
-113.5832366	52.675914	locality	approximate	ponoka, ab, canada	52.693049	52.6603101	-113.5552009	-113.6203099	NA	canada	division no. 8	alberta	ponoka	NA	NA	NA	Ponoka++AB
-119.4504029	36.5963395	locality	approximate	reedley, ca, usa	36.61865	36.574869	-119.422076	-119.4699851	NA	united states	fresno county	california	reedley	NA	NA	NA	Reedley+CA
-81.623711	34.7154122	locality	approximate	union, sc, usa	34.7529789	34.694726	-81.5943821	-81.6569069	NA	united states	union county	south carolina	union	NA	NA	NA	Union+SC
-82.0105148	33.4734978	locality	approximate	augusta, ga, usa	33.5449331	33.227148	-81.828336	-82.353499	NA	united states	richmond county	georgia	augusta	NA	NA	NA	Augusta+GA
73.1926023	19.1825167	locality	approximate	ambernath, maharashtra, india	19.2354711	19.1647994	73.2358932	73.1683562	NA	india	thane	maharashtra	ambernath	NA	NA	NA	Ambernath++
-84.9191081	33.732052	locality	approximate	villa rica, ga, usa	33.760241	33.681689	-84.8624379	-84.970625	NA	united states	carroll county	georgia	villa rica	NA	NA	NA	Villa+Rica+GA
-118.7885967	45.672075	locality	approximate	pendleton, or 97801, usa	45.707159	45.640007	-118.749732	-118.87123	97801	united states	umatilla county	oregon	pendleton	NA	NA	NA	Pendleton+OR
-83.7049498	42.7978061	locality	approximate	fenton, mi, usa	42.819807	42.7780319	-83.684301	-83.7519068	NA	united states	genesee county	michigan	fenton	NA	NA	NA	Fenton+MI
